Price,Close,High,Low,Open,Volume
Ticker,BTC-EUR,BTC-EUR,BTC-EUR,BTC-EUR,BTC-EUR
Date,,,,,
2024-09-18,54212.37109375,55144.87109375,51809.76953125,52287.5390625,34226777263
2024-09-19,55470.0390625,55482.984375,53269.66015625,54212.78515625,36881876814
2024-09-20,56401.0078125,57247.20703125,55652.5,55471.3671875,38272700040
2024-09-21,56546.0234375,57419.0390625,55883.73828125,56401.875,31477054203
2024-09-22,56752.01171875,56884.96875,56184.28515625,56538.296875,12898809369
2024-09-23,57039.23828125,57330.30078125,55939.3984375,56753.76953125,18087449312
2024-09-24,56998.02734375,57982.625,56127.72265625,57034.2109375,28260853488
2024-09-25,57458.1171875,57821.80078125,56482.05859375,56995.359375,26751908408
2024-09-26,56733.80078125,57915.5234375,56549.12109375,57458.671875,22532796971
2024-09-27,58317.265625,58895.39453125,56273.87109375,56729.671875,32990278655
2024-09-28,58891.5234375,59435.66796875,58057.37109375,58316.9453125,28696965977
2024-09-29,58994.921875,59307.64453125,58593.77734375,58892.88671875,13648950558
2024-09-30,58764.40625,59177.38671875,58586.59765625,58996.0390625,13240139908
2024-10-01,56865.96484375,58764.1796875,56454.72265625,58763.828125,33325134809
2024-10-02,54983.45703125,57646.9296875,54388.77734375,56871.4453125,45388816903
2024-10-03,54892.1328125,56422.35546875,54310.67578125,54982.8359375,36903348604
2024-10-04,55060.4140625,55699.73828125,54243.96875,54891.86328125,32719806950
2024-10-05,56525.16015625,56909.765625,54787.6484375,55056.0859375,26943637745
2024-10-06,56537.92578125,56793.8671875,56181.01171875,56525.28515625,12115654225
2024-10-07,57261.046875,57374.73828125,56304.08984375,56533.41015625,13468906393
2024-10-08,56710.35546875,58705.3828125,56612.95703125,57261.1875,31212017518
2024-10-09,56609.6171875,57546.80078125,56373.99609375,56696.67578125,25633854870
2024-10-10,55368.1015625,56966.23828125,55130.99609375,56609.39453125,25289479266
2024-10-11,55127.66015625,56008.515625,53929.3984375,55367.9453125,27852447819
2024-10-12,57063.3828125,57958.8125,54931.09765625,55128.5390625,27713457550
2024-10-13,57746.859375,57980.578125,57061.72265625,57062.953125,15301053177
2024-10-14,57437.484375,57819.625,56682.0234375,57746.78515625,16611753637
2024-10-15,60539.99609375,60958.46484375,57170.7265625,57434.765625,40063196377
2024-10-16,61600.1171875,62219.6015625,59440.20703125,60543.8828125,44898127982
2024-10-17,62262.73046875,62771.87109375,61327.90234375,61601.36328125,35172918772
2024-10-18,62239.02734375,62519.50390625,61630.84375,62266.7421875,30280099412
2024-10-19,62946.5703125,63482.58203125,62020.7109375,62256.828125,33909284728
2024-10-20,62876.625,63157.3984375,62565.66015625,62946.74609375,13284407201
2024-10-21,63490.23828125,63815.765625,62646.09375,62877.953125,17460163273
2024-10-22,62288.85546875,63934.12890625,61679.4765625,63490.5078125,34671516441
2024-10-23,62396.125,62782.16015625,61551.41015625,62282.24609375,29463838245
2024-10-24,61624.30078125,62434.421875,60517.37890625,62397.02734375,29928939303
2024-10-25,62971.4765625,63552.078125,61630.59375,61829.77734375,29022628293
2024-10-26,61702.4765625,63418.80078125,60664.92578125,62975.39453125,38395980249
2024-10-27,62047.16796875,62327.91015625,61441.55078125,61689.81640625,18136110792
2024-10-28,62920.0546875,63195.24609375,61892.10546875,62055.296875,15488245193
2024-10-29,64624.40625,64932.8671875,62625.328125,62913.921875,35867518690
2024-10-30,67210.609375,68047.296875,64458.68359375,64626.5234375,54106273662
2024-10-31,66622.2578125,67122.671875,65933.2421875,67205.8671875,37434171457
2024-11-01,64512.30859375,66839.515625,63943.44140625,66618.1171875,37328113057
2024-11-02,63918.3828125,65902.703125,63222.23046875,64513.87890625,45986662542
2024-11-03,63717.2421875,64272.4453125,63505.5703125,63921.65234375,16722260141
2024-11-04,63222.6484375,63783.80078125,62281.984375,63723.7734375,32069114785
2024-11-05,62362.37890625,63730.9765625,61413.3984375,63223.5859375,37875330820
2024-11-06,63434.734375,64594.2890625,62034.03125,62362.0703125,42113471835
2024-11-07,70484.1953125,71226.3828125,63436.453125,63433.76171875,110510446003
2024-11-08,70311.3515625,71209.0859375,69331.8125,70482.34375,58790660026
2024-11-09,71381.03125,72123.9375,70156.5703125,70309.4765625,51454130570
2024-11-10,71632.0703125,71775.65625,70694.3671875,71391.0234375,27064858855
2024-11-11,75115.9765625,76062.2421875,71432.9453125,71628.96875,77072796601
2024-11-12,83185.0546875,84076.4375,74940.3984375,75113.3828125,110630368977
2024-11-13,82847.25,84622.53125,80155.828125,83188.875,125909407287
2024-11-14,85732.5703125,88366.5703125,81282.40625,82822.90625,116941329895
2024-11-15,82875.171875,86946.71875,82300.3046875,85723.78125,83223077947
2024-11-16,86355.34375,87124.09375,82648.9453125,82907.2265625,74195749949
2024-11-17,85882.21875,87025.4375,85441.9375,86353.7890625,42043915403
2024-11-18,85271.4375,86711.625,84272.28125,85882.203125,43990287295
2024-11-19,85461.03125,87620.640625,84590.6484375,85269.4140625,71296405243
2024-11-20,87057.5703125,88776.5,85360.8125,85455.5234375,70255090885
2024-11-21,89452.8046875,90125.2265625,86453.53125,87055.78125,68015364614
2024-11-22,94091.0234375,94494.21875,89235.5390625,89448.203125,101273865560
2024-11-23,95022.90625,95735.15625,93446.734375,94083.1015625,75322866292
2024-11-24,93854.1640625,95039.2421875,93331.6171875,95031.625,42632595888
2024-11-25,93529.59375,94689.15625,91944.7734375,93854.9453125,49346143967
2024-11-26,89146.75,94446.9453125,88260.90625,93548.3125,77471943067
2024-11-27,87675.34375,90655.0,86667.25,89132.375,87361953618
2024-11-28,90855.1171875,92162.2890625,87477.0859375,87668.5,67347516699
2024-11-29,90577.8125,91595.109375,89885.546875,90847.9375,49487458042
2024-11-30,92119.8515625,93445.2578125,90325.21875,90579.2265625,51955958927
2024-12-01,91178.8828125,92155.6015625,90890.7109375,92126.7421875,29905670387
2024-12-02,92260.4453125,92629.28125,90537.109375,91190.5,34702725191
2024-12-03,91292.3359375,93210.8125,90090.1640625,92256.859375,69213765532
2024-12-04,91343.65625,91799.4453125,88955.1953125,91282.140625,63813345434
2024-12-05,93955.8359375,94347.0625,89961.0078125,91330.6875,73438101624
2024-12-06,91242.09375,98748.671875,86885.953125,93930.1640625,140951917557
2024-12-07,94482.1328125,96593.7109375,91192.8515625,91696.1171875,89389339517
2024-12-08,94530.375,95089.8125,93640.734375,94478.34375,41793206456
2024-12-09,95815.53125,95966.3671875,93440.71875,94529.03125,41763126790
2024-12-10,92316.53125,95850.0703125,89399.015625,95816.5234375,104864852263
2024-12-11,91798.15625,93367.9453125,89685.5546875,92324.59375,99535420901
2024-12-12,96304.9921875,97092.859375,90887.0,91779.765625,81282716855
2024-12-13,95515.953125,97755.140625,94824.453125,96300.015625,68812563704
2024-12-14,96576.125,97085.2578125,94807.375,95519.4375,54156464084
2024-12-15,96527.3359375,97679.9375,95823.75,96568.6875,38490750885
2024-12-16,99243.0234375,99995.703125,96388.375,96527.875,48666718241
